127.0.0.1 - - [01/Aug/2025:16:05:56 +0900] "GET / HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [01/Aug/2025:16:32:20 +0900] "GET /ServletProject/boardone/style.ess HTTP/1.1" 200 185
0:0:0:0:0:0:0:1 - - [01/Aug/2025:16:32:20 +0900] "GET /ServletProject/boardone/writeForm.jsp HTTP/1.1" 200 2154
0:0:0:0:0:0:0:1 - - [01/Aug/2025:16:32:20 +0900] "GET /ServletProject/boardone/style.ess HTTP/1.1" 200 185
0:0:0:0:0:0:0:1 - - [01/Aug/2025:16:32:27 +0900] "GET /ServletProject/boardone/writeForm.jsp HTTP/1.1" 200 2153
0:0:0:0:0:0:0:1 - - [01/Aug/2025:16:32:27 +0900] "GET /ServletProject/boardone/style.ess HTTP/1.1" 200 185
0:0:0:0:0:0:0:1 - - [01/Aug/2025:16:32:56 +0900] "GET /ServletProject/boardone/writeForm.jsp HTTP/1.1" 200 2153
0:0:0:0:0:0:0:1 - - [01/Aug/2025:16:32:56 +0900] "GET /ServletProject/boardone/style.ess HTTP/1.1" 200 185
0:0:0:0:0:0:0:1 - - [01/Aug/2025:16:37:32 +0900] "GET /ServletProject/boardone/writeForm.jsp HTTP/1.1" 500 2924
0:0:0:0:0:0:0:1 - - [01/Aug/2025:16:37:47 +0900] "GET /ServletProject/boardone/writeForm.jsp HTTP/1.1" 200 2147
0:0:0:0:0:0:0:1 - - [01/Aug/2025:16:37:47 +0900] "GET /ServletProject/boardone/script.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Aug/2025:16:37:47 +0900] "GET /ServletProject/boardone/style.css HTTP/1.1" 200 1205
